Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Phone_No,Latitude,Longitude,Known_For2
Brownie Heaven,Desserts,300," Punjabi Bagh, New Delhi",3.9,79,4.3,62,https://www.zomato.com/ncr/brownie-heaven-punjabi-bagh-new-delhi,"Shop 2/23, Club Road, Punjabi Bagh, New Delhi",9.17218E+11,28.66645352,77.12484956,"Bagels, Paneer Pizza, Pastry, Hot Chocolate, Coffee, Pizzas"
Chai Sutta Bar,"Beverages, Fast Food, Tea",350," Satyaniketan, New Delhi",3.9,72,3.8,61,https://www.zomato.com/ncr/chai-sutta-bar-satyaniketan-new-delhi,"Shop 93, South Campus, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",9.18446E+11,28.5883846,77.16842607,"Staff, Value for Money, Packaging, Service, Taste, Food"
CAARA at Ogaan,"European, Mediterranean, Healthy Food, Beverages, Pasta, Bakery",1800," Chanakyapuri, New Delhi",3.9,81,4.0,84,https://www.zomato.com/ncr/caara-at-ogaan-1-chanakyapuri-new-delhi,"1st Floor, Diplomatic Enclave, Dharam Marg, Block Y, Malcha, Chanakyapuri, New Delhi",9.11142E+11,28.60223989,77.18668789,"Good Music, Student Crowd, Customizable Food, Young Crowd, Food Quality, Elaborate Menu"
Right Choice Food Hub,"North Indian, Street Food, Chinese, Fast Food, Pizza, Beverages",450," Shahdara, New Delhi",3.9,49,3.7,179,https://www.zomato.com/ncr/right-choice-food-hub-shahdara-new-delhi,"C-8/5, Ground Floor, Yamuna Vihar, Shahdara, New Delhi",9.17429E+11,28.70064023,77.27407325,"Cute Little Place, Breakfast, Amazing Food, Preparation, Hygiene, Food Presentation"
Sita Ram Diwan Chand,"North Indian, Street Food",300," Paschim Vihar, New Delhi",3.9,611,4.0,9977,https://www.zomato.com/ncr/sita-ram-diwan-chand-paschim-vihar-new-delhi,"G-104, Shivam Tower, DDA Commercial Center, Paschim Vihar, New Delhi",9.19999E+11,28.6701113,77.10168198,"Awesome Spot to Hangout, Best Staff, Fantastic Decoration, Served Quickly, Nice Concept, Clean and Hygienic Place"
The Chaap Factory,"Chinese, North Indian, Momos, Fast Food",450," Geeta Colony, New Delhi",3.9,123,3.8,757,https://www.zomato.com/ncr/the-chaap-factory-2-geeta-colony-new-delhi,"11/114, Block-11, Geeta Colony, New Delhi",9.17011E+11,28.65388126,77.27701597,"Malai Soya Chaap, Panneer Butter Masala, Paneer Tikka Masala, Honey Chilli Potatoes, Dal Makhani"
Green Vatika,"North Indian, Chinese, Fast Food, Mughlai, Beverages",1200," Rohini, New Delhi",3.9,272,3.5,407,https://www.zomato.com/ncr/green-vatika-rohini-new-delhi,"House 12, Sector 9, Rohini, New Delhi",9.2E+11,28.712972,77.126396,"Interior, Elaborate Menu, Young Crowd, Customizable Food, Food Quality, Worth the Money"
Shagun Sweets,"Mithai, Street Food, Desserts",300," Laxmi Nagar, New Delhi",3.9,67,4.3,501,https://www.zomato.com/ncr/shagun-sweets-laxmi-nagar-new-delhi,"B 43 & 44, Gurunanak Pura, Khureji Road, Laxmi Nagar, New Delhi",9.199E+11,28.63761576,77.28479639,"Afghan Chicken, Tawa Chicken, Chicken Tikka Masala, Mutton Curry, Paneer Butter Masala, Chicken Curry"
Miglani Eating House,"North Indian, Chinese",600," Mukherjee Nagar, New Delhi",3.9,387,3.6,3751,https://www.zomato.com/ncr/miglani-eating-house-mukherjee-nagar-new-delhi,"Outram Lane, East Parmanand Colony, Indra Vihar, Mukherjee Nagar, New Delhi",9.19654E+11,28.70568572,77.21204348,"Stylish Crockery, Ambience was Super Cool, Served Quickly, Weekend Brunch, Family Crowd, Good Wifi"
Late Lateefe,"North Indian, Mughlai, Chinese",300," Laxmi Nagar, New Delhi",3.9,114,3.8,1101,https://www.zomato.com/ncr/late-lateefe-1-laxmi-nagar-new-delhi,"D-58, CR Road, Laxmi Nagar, New Delhi",9.19626E+11,28.63202641,77.27824677,Chinese Decor and good Chinese delicacies from their Dim sums to Kung Pao Chicken to Dry Chilly Chicken
Nanking,"Chinese, Seafood, Asian",2000," Vasant Kunj, New Delhi",3.9,544,4.2,1981,https://www.zomato.com/ncr/nanking-vasant-kunj-new-delhi,"C-6, Local Shopping Complex, Opposite Delhi Public School, Vasant Kunj, New Delhi",9.11126E+11,28.53670514,77.14812912,"Huge Vegetarian Menu, Good for Families, Parking Space Available, Breakfast Options, Hygienic Place, Reasonable Rate"
Laguna,Chinese,500," Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",3.9,203,4.4,87,https://www.zomato.com/ncr/laguna-chanakyapuri-new-delhi,"Shop 11- 18, Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",9.19811E+11,28.58425381,77.19148133,"Family Crowd, Location, Nice Place, Ambience, Quality, Price"
Amici Cafe,"Cafe, Italian, Salad, Fast Food, Beverages, Pizza",1200," Defence Colony Main Market, Defence Colony, New Delhi",3.9,1130,4.1,5012,https://www.zomato.com/ncr/amici-cafe-defence-colony-new-delhi,"8, Defence Colony Main Market, Defence Colony, New Delhi",9.17828E+11,28.57379699,77.23017555,"Maharaja Chicken, Paneer Korma, Chicken Dum Biryani, Afghani Chicken, Veg Biryani, Rolls"
Punjabi Zaika,"North Indian, Mughlai, Chinese, Kebab",500," Chittaranjan Park, New Delhi",3.9,344,3.9,4790,https://www.zomato.com/ncr/punjabi-zaika-chittaranjan-park-new-delhi,"23, Market 2, Chittaranjan Park, New Delhi",9.1114E+11,28.53641619,77.25329954,"Cleanliness, Seating Area, Best Food under Best Budget, Hygiene, Cafe, Good Wifi"
Bars N Beans,"Cafe, Desserts, Fast Food, Beverages, Bakery",300," Model Town 1, New Delhi",3.9,95,3.9,20,https://www.zomato.com/ncr/bars-n-beans-model-town-new-delhi,"3/1, Vishal Market, Near Tagore Park, Model Town 1, New Delhi",9.11147E+11,28.707441,77.203067,"Brinjal Fry, Bhapa Ilish, Mishti Pulao, Fry Prawns, Premium Veg Thali, Chicken Rezala"
The Prizm,"North Indian, Chinese",1500," Sector 7, Dwarka, New Delhi",3.9,159,4.3,139,https://www.zomato.com/ncr/the-prizm-sector-7-dwarka-new-delhi,"C-912, 913 & 914, Ramphal Chowk, Palam Extension, Sector 7, Dwarka, New Delhi",9.17066E+11,28.58560161,77.07125265,"Aloo Pyaz Paratha, Mixed Vegetables, Panneer Butter Masala, Masala Chaap, Rajma, Thali"
FKC,"North Indian, Rolls",400," Zakir Nagar, New Delhi",3.9,340,3.4,80,https://www.zomato.com/ncr/fkc-zakir-nagar-new-delhi,"Near Batla House, Jamia Main Road, Zakir Nagar, New Delhi",9.19911E+11,28.56236856,77.28824604,"Ciabatta Sandwich, Chicken Espetada, Tandoori Fish Tikka, Pita Pocket, Chilli Paneer Gravy, Chicken Seekh"
Hot Spot Mini Shop,"Italian, Chinese, Sandwich, Fast Food, Beverages, Pizza",400," Sector 11, Dwarka, New Delhi",3.9,103,3.8,350,https://www.zomato.com/ncr/hot-spot-mini-shop-sector-11-dwarka-new-delhi,"Shop G-5, G-6, G-7, Ground Floor, Pankaj Arcade, Near Kargil Chowk, Pocket 4, Sector 11, Dwarka, New Delhi",9.17559E+11,28.586763,77.043498,"Matki Chicken, Honey Chilli Potatoes, Afghani Chicken, Butter Chicken, Tandoori Chicken, Naan"
Dilkhush Food Plaza,"North Indian, Mughlai, Chinese, Rolls",650," Paschim Vihar, New Delhi",3.9,490,4.0,2830,https://www.zomato.com/ncr/dilkhush-food-plaza-paschim-vihar-new-delhi,"A3, DDA Market, Paschim Vihar, New Delhi",9.19312E+11,28.67045518,77.10878816,"Chicken Biriyani, Chicken Curry, Kadhai Paneer, Tandoori Chicken, Butter Chicken"
Dhaba Cash 'N' Curry Kitchen,"North Indian, Mughlai",450," Mahipalpur, New Delhi",3.9,249,4.0,4611,https://www.zomato.com/ncr/dhaba-cash-n-curry-kitchen-mahipalpur-new-delhi,"Badam Singh Market, National Highway 8, Rangpuri Extention, Mahipalpur, New Delhi",9.19959E+11,28.54139329,77.11821076,"Classy Ambience, Fair Prices, Best Staff, Fantastic Decoration, Large Servings, Excellent Location"
Mama's,"North Indian, Chinese, Rolls, Fast Food",500," Rajinder Nagar, New Delhi",3.9,479,4.0,4806,https://www.zomato.com/ncr/mamas-rajinder-nagar-new-delhi,"4/60, Main Shankar Road, Rajinder Nagar, New Delhi",9.11126E+11,28.63741802,77.18196116,"Chicken Makhani, Malai Kofta, Mutton Biryani, Drink, Desserts"
Daddy Of Drinks,"North Indian, Chinese, Italian, Continental",1500," Bhikaji Cama Place, New Delhi",3.9,90,3.5,31,https://www.zomato.com/ncr/daddy-of-drinks-bhikaji-cama-place-new-delhi,"SU-7 & 8, Bhikaji Cama Place, New Delhi",9.19251E+11,28.56787475,77.18726825,"Indoor Seating, Owner, Amazing Place, Food Quality, Customizable Food, Presentation"
Adinath Foodie's Haven,North Indian,350," R K Puram, New Delhi",3.9,68,3.9,21,https://www.zomato.com/ncr/adinath-foodies-haven-r-k-puram-new-delhi,"Gate 8, Sector 9, RK Puram, New Delhi",9.18596E+11,28.57170353,77.17178822,"Ice Cream Sundae, Chocolate Fudge, Ice Creams, Icecream, Noodle, Chowmein"
Rupa Ice Cream Parlour & Restaurant,"Desserts, Beverages, Ice Cream",300," Krishna Nagar, New Delhi",3.9,341,4.1,1489,https://www.zomato.com/ncr/rupa-ice-cream-parlour-restaurant-krishna-nagar-new-delhi,"251/3, Near Arya Samaj Mandir, Krishna Nagar, New Delhi",9.11122E+11,28.66022318,77.2813417,"Kullad Chai, Jal Jeera, Panneer Butter Masala, Chicken Tandoori, Gulab Jamun, Mojito"
Shree Rathnam,"South Indian, North Indian, Chinese",800," Rohini, New Delhi",3.9,432,4.0,4797,https://www.zomato.com/ncr/shree-rathnam-rohini-new-delhi,"9/33, Pocket C, Sector 7, Rohini, New Delhi",9.1981E+11,28.70977204,77.12264746,"Budget Food, Staff Behaviour, Family Place, Hospitality, Hygiene, Proper Packaging"
Punjabi Zaika,"North Indian, Chinese, Rolls",600," Pitampura, New Delhi",3.9,338,4.0,2930,https://www.zomato.com/ncr/punjabi-zaika-pitampura-new-delhi,"3539 A, Raja Park, Rani Bagh, Pitampura, New Delhi",9.19953E+11,28.6833037,77.13568702,"Afghan Chicken, Tawa Chicken, Malai Kofta, Dal Makhni, Butter Chicken"
Rimpy Gold,"North Indian, Mughlai, Kebab",800," Malviya Nagar, New Delhi",3.9,448,3.8,29,https://www.zomato.com/ncr/rimpy-gold-malviya-nagar-new-delhi,"Shop 3, E-2/1, Ground Floor, Malviya Nagar, New Delhi",9.19899E+11,28.53359819,77.20901641,"Shanghai Noodles, Authentic Tibetan Food, Double Fried Pork, Devil Momos, Pork Chilli, Tingmo"
Bean Sahab,"Cafe, Fast Food, Beverages",650," Safdarjung, New Delhi",3.9,51,3.9,56,https://www.zomato.com/ncr/bean-sahab-1-safdarjung-new-delhi,"Shop 10, B-6, DDA Market, Safdarjung Enclave, Safdarjung, New Delhi",9.19818E+11,28.5589488,77.19673108,"Afghan Chicken, Dry Manchurian, Tawa Chicken, Kadai Paneer, Chicken Biryani, Paneer Tikka"
Kingdom Of Momos,"Chinese, Momos, Rolls, North Indian",450," Sector 7, Dwarka, New Delhi",3.9,83,4.0,196,https://www.zomato.com/ncr/kingdom-of-momos-sector-7-dwarka-new-delhi,"E-516, Palam Extension, Sector-7, Dwarka, New Delhi",9.19774E+11,28.58505401,77.07196176,"Chaap Tikka, Tandoori Soya Chaap, Mocktails, Kadhai Paneer, Spring Roll, Soup"
Oye! Punjab,"North Indian, Mughlai, Chinese, Kebab",1100," Sector 10, Dwarka, New Delhi",3.9,460,4.1,2628,https://www.zomato.com/ncr/oye-punjab-sector-10-dwarka-new-delhi,"Plot 16, Second Floor, Pankaj Arcade 2, Sector 10, Dwarka, New Delhi",9.188E+11,28.59102415,77.05805585,"Panner Tikka, Chole, Samosa, Lassi, Sweets, Butter Naan"
Zara Chakh Lo,"North Indian, Chinese, Mughlai, Beverages",700," Saket, New Delhi",3.9,92,3.7,239,https://www.zomato.com/ncr/zara-chakh-lo-saket-new-delhi,"Shop 264, Kohinoor Enclave, Westend Marg, Saidulajab, Saket, New Delhi",9.19625E+11,28.51680417,77.19759073,"Soups, Pizzas, White Sauce Pasta, Corn, Salad, Ice Cream"
Da' Pizza Planet,"Pizza, Pasta, Fast Food",600," Janakpuri, New Delhi",3.9,499,4.0,2691,https://www.zomato.com/ncr/da-pizza-planet-janakpuri-new-delhi,"88A, C2B Block, Janakpuri, New Delhi",9140113222,28.62166823,77.08863907,"Bar, Good Music, Elaborate Menu, Customizable Food, Portions, Young Crowd"
Kimono,"Asian, Japanese, Beverages",2500," Chanakya Mall, Chanakyapuri, New Delhi",3.9,146,3.9,20,https://www.zomato.com/ncr/kimono-chanakyapuri-new-delhi,"Lower Ground Floor, Chanakya Mall, Chanakyapuri, New Delhi",9.17838E+11,28.58419698,77.1904812,"Amazing Decor, Family Restaurant, Family Crowd, Elaborate Menu, Good Wifi, Good Music"
Thrive Restaurant,"North Indian, Chinese, Continental, Mughlai, Beverages",1100," Vasant Kunj, New Delhi",3.9,98,3.9,1029,https://www.zomato.com/ncr/thrive-restaurant-vasant-kunj-new-delhi,"Shop-8A, 1st Floor, C-31, Khasra-394/341/82, Ch. Nathu Singh Market, Masoodpur, Vasant Kunj, New Delhi",9.19312E+11,28.52504056,77.15491612,"Mirchi Pakoda, Kaju Barfi, Kaju Katli, Jalebi, Rasmalai, Samosa"
Bangla Sweet House,"Mithai, Street Food, North Indian",200," Gole Market, New Delhi",3.9,327,4.2,6067,https://www.zomato.com/ncr/bangla-sweet-house-gole-market-new-delhi,"115-117, Bangla Sahib Marg, Gole Market, New Delhi",9.11123E+11,28.63364227,77.20858309,"Oreo Waffle, Waffles, Pancakes, Red Velvet, Ice Cream, Shakes"
Waffle Me Up,"Desserts, Fast Food, Beverages",350," Sector 7, Dwarka, New Delhi",3.9,141,4.3,1667,https://www.zomato.com/ncr/waffle-me-up-sector-7-dwarka-new-delhi,"D 449, Ramphal Chowk, Palam Extension, Sector 7, Dwarka, New Delhi",9.19972E+11,28.58506962,77.07036987,"Family Place, Great Ambience, Family Crowd, Management, Best Food under Best Budget, Ambiance"
Nine 11,"North Indian, Chinese, Beverages",800," Rohini, New Delhi",3.9,109,3.3,121,https://www.zomato.com/ncr/nine-11-rohini-new-delhi,"A & B, Ground Floor, G3S Mall, Near SBI Bank, Sector 11, Rohini, New Delhi",9.19668E+11,28.73436863,77.11362284,"Masala Soda, Chicken Popcorn, Mixed Sauce Pasta, Kit Kat Shake, Chocolate Shake, Pastas"
Amigo's Hub,"Cafe, Fast Food, Pizza, Wraps, Beverages",400," Satyaniketan, New Delhi",3.9,547,3.7,51,https://www.zomato.com/ncr/amigos-hub-satyaniketan-new-delhi,"96, 1st Floor, Opposite Sri Venkateswara College, Satyaniketan, New Delhi",9.188E+11,28.58799011,77.16832515,"Freshly Made Sweets, Good for Families, Good Street Food, Spacious Seating Area, Parking Space Available, Desi Food"
Gopal Sweets Corner,"Mithai, Street Food",200," Kamla Nagar, New Delhi",3.9,255,4.1,4826,https://www.zomato.com/ncr/gopal-sweets-corner-kamla-nagar-new-delhi,"A 43, Satywati Marg, Kamla Nagar, New Delhi",9.19999E+11,28.68232394,77.19984781,"Excellent and Fast Service, Good and Nice to Enjoy, Lightings, Variety of Pizza, Weekend Brunch, Good Music"
Spice N Ice,"North Indian, Mughlai, Chinese, Continental, Fast Food, Beverages",1200," Karkardooma, New Delhi",3.9,156,3.9,98,https://www.zomato.com/ncr/spice-n-ice-karkardooma-new-delhi,"Karkardooma Community Centre, Petrol Pump, Near Dayanand Vihar, Karkardooma, New Delhi",9.11143E+11,28.64880857,77.30289023,"Bullet Paneer, Bullet Chicken, Miso Ramen, Dimsum Basket, Soup"
Dalgrak,"Korean, Desserts",700," Lajpat Nagar 4, New Delhi",3.9,65,3.9,59,https://www.zomato.com/ncr/dalgrak-lajpat-nagar-4-new-delhi,"A25, Korean Culture Centre, Ring Road, Lajpat Nagar 4, New Delhi",9.1118E+11,28.56471989,77.23973997,"Comforting Atmosphere, Best Staff, Sanitised Service, Excellent Location, Fantastic Decoration, Clean and Hygienic Place"
Jhatpat,"North Indian, Chinese",600," Yusuf Sarai, New Delhi",3.9,173,4.1,5088,https://www.zomato.com/ncr/jhatpat-yusuf-sarai-new-delhi,"5/1, Yusuf Sarai Main Market, Aurobindo Marg, Yusuf Sarai, New Delhi",+91 8068971485,28.56167449,77.20716119,"Value for Money, Packaging, Ambience, Staff, Menu, Taste"
Annakoot,"Chinese, North Indian, South Indian, Fast Food, Street Food",500," Vikas Marg, New Delhi",3.9,69,4.1,152,https://www.zomato.com/ncr/annakoot-vikas-marg-new-delhi,"A-4, Swasthya Vihar, Vikas Marg, New Delhi",9.19097E+11,28.64100937,77.29460903,"Bar, Decor, Elaborate Menu, Customizable Food, Fresh Food, Good Quality"
Grover Sweets,"Mithai, North Indian, Fast Food, Chinese, Momos",400," Subhash Nagar, New Delhi",3.9,304,4.1,4151,https://www.zomato.com/ncr/grover-sweets-subhash-nagar-new-delhi,"WZ-40/2, Meenakshi Garden, Subhash Nagar, New Delhi",9.17042E+11,28.64044799,77.10569557,"Authentic Sweets, Reasonable Rates, Hygiene, Ambience, Quality, Experience"
The Highbrooks Cafe,Beverages,500," SDA, New Delhi",3.9,4,3.9,68,https://www.zomato.com/ncr/the-highbrooks-cafe-sda-new-delhi,"C-11, SDA Market, Opposite IIT, SDA, New Delhi",9.17429E+11,28.54643465,77.19692588,"Wild Mushroom Risotto, Chicken Sandwich, Chocolate, Cheesecake, Pasta"
Whiz Cafe,"Cafe, Fast Food, Desserts, Beverages",800," Greater Kailash 2 (GK2), New Delhi",3.9,60,3.9,43,https://www.zomato.com/ncr/whiz-cafe-greater-kailash-gk-2-new-delhi,"Shop SG 1 DT, Greater Kailash 2 (GK 2), New Delhi",9.1932E+11,28.54125368,77.23992303,"Chirpy Crowd, Lip Smacking Food, Mouth Watering Food, Polite Staff, Taste"
Truffle Story,"Bakery, Desserts, Beverages",300," Chittaranjan Park, New Delhi",3.9,90,4.1,521,https://www.zomato.com/ncr/truffle-story-chittaranjan-park-new-delhi,"E 778, Ground Floor, Chittaranjan Park, New Delhi",9.17839E+11,28.53655286,77.25360665,"Baked Penne Pasta, Maggi Pasta, Punjabi Pasta, Chicken Wrap, Mixed Sauce Pasta, Pastas"
Shilloi Restaurant,Naga,600," Safdarjung, New Delhi",3.9,95,4.1,798,https://www.zomato.com/ncr/shilloi-restaurant-safdarjung-new-delhi,"86, Ground Floor, Humayunpur, Safdarjung Enclave, Safdarjung, New Delhi",9.19873E+11,28.56134615,77.19271749,"Honey Potato, Kitkat Shake, Noodle, Mocktails, White Sauce Pasta, Mojito"
Moh Maya Cafe,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",1000," Delhi University-GTB Nagar, New Delhi",3.9,843,3.8,114,https://www.zomato.com/ncr/moh-maya-cafe-delhi-university-gtb-nagar,"2527, Hudson Lane, 1st Floor, Delhi University-GTB Nagar, New Delhi",9.18701E+11,28.69477191,77.20431603,"Chicken Nasi Goreng, Prawn Satay, Som Tam Salad, Thai Red Curry, Crispy Vegetables, Veg Hakka Noodles"
Khawesome Cafe,"Cafe, Continental, North Indian, Chinese, Mughlai, Desserts, Beverages",1000," Janakpuri, New Delhi",3.9,106,4.0,297,https://www.zomato.com/ncr/khawesome-cafe-1-janakpuri-new-delhi,"C1/1, Ground Floor, Pankha Road, Opposite Mata Channan Devi Hospital, Janakpuri, New Delhi",9.19561E+11,28.617565,77.07846,"Cozy Ambiance, Polite Staff, Tasty Food, Worth the Money, Delicious Food, Good Food"
Amritsari Kulcha Sardar Ji,"North Indian, Beverages, Street Food",350," Pitampura, New Delhi",3.9,230,3.6,1180,https://www.zomato.com/ncr/amritsari-kulcha-sardar-ji-pitampura-new-delhi,"Shop 7, BD Block, DDA Market, Pitampura, New Delhi",9.19811E+11,28.70728,77.13639,"Chicken Steamed Momos, Paneer Momos, Shawarma, Rolls, Chicken Biryani, Dal Makhani"
Sheikh Chang Singh,"Rolls, Momos, North Indian, Lebanese, Beverages",500," Hauz Khas, New Delhi",3.9,127,4.2,816,https://www.zomato.com/ncr/sheikh-chang-singh-hauz-khas-new-delhi,"Shop 5, 1 Kaushalya Park, Hauz Khas, New Delhi",9.17222E+11,28.550215,77.204105,"Keema Curry, Keema Mutton, Keema Kaleji, Chicken Biryani, Meat"
Ambersari Dhaba,North Indian,450," Lajpat Nagar 1, New Delhi",3.9,158,4.3,201,https://www.zomato.com/ncr/ambersari-dhaba-lajpat-nagar-1-new-delhi,"C-125, Near Flyover Market, Lajpat Nagar 1, New Delhi",9.19819E+11,28.57848467,77.23906271,"Mouth Watering Food, Low Price, Polite Staff, Hygiene, Perfect Place, Prices"
Kumar Hotel,"North Indian, Mughlai, Beverages",500," Moti Nagar, New Delhi",3.9,245,3.9,30,https://www.zomato.com/ncr/kumar-hotel-moti-nagar-new-delhi,"A 12/12 & 13, New Market, Opposite Fun Cinema, Moti Nagar, New Delhi",9.11125E+11,28.65698107,77.13984512,"Shisha, Chicken Spring Roll, Chilli Potatoes, Lasagna, Mixed Sauce Pasta, Maggi"
Chill'm Bar N Cafe,"North Indian, Italian, Chinese, Continental",600," Kamla Nagar, New Delhi",3.9,457,3.5,483,https://www.zomato.com/ncr/chillm-bar-n-cafe-kamla-nagar-new-delhi,"38, Bunglow Road, Kamla Nagar, New Delhi",9.19206E+11,28.68399315,77.20481493,"Dahi Mutton, Achari Chicken, Kadhai Mushroom, Rumali Roti, Daal Makhni, Tandoori Chicken"
Bikaner Express,"North Indian, Chinese, Fast Food, South Indian, Street Food, Mithai, Beverages",600," Sector 9, Dwarka, New Delhi",3.9,103,3.9,480,https://www.zomato.com/ncr/bikaner-express-sector-9-dwarka-new-delhi,"Plot 228, Ground Floor, Sector 9, Dwarka, New Delhi",9.19999E+11,28.574746,77.065342,"Onion Kachori, Jalebi, Samosa, Sweets, Spring Roll, Gulab Jamun"
Amritsari Chaap Corner,"North Indian, Rolls",300," Karol Bagh, New Delhi",3.9,402,4.0,222,https://www.zomato.com/ncr/amritsari-chaap-corner-karol-bagh-new-delhi,"5060/1, Sant Nagar, Main Desh Bandhu Gupta Road, Karol Bagh, New Delhi",9.1981E+11,28.65468006,77.18923163,"Plenty of Vegetarian Options, Inexpensive, Pocket Friendly, Great Ambiance, Prompt Service, Quantity"
4S Chinese Restaurant,"Chinese, Asian",700," Defence Colony Main Market, Defence Colony, New Delhi",3.9,272,3.9,20,https://www.zomato.com/ncr/4s-chinese-restaurant-defence-colony-new-delhi,"A-26, Defence Colony Market, Defence Colony, New Delhi",9.11142E+11,28.57310447,77.23030731,"Boti Tikka, Tawa Chaap Masala, Tandoori Mushrooms, Achari Chaap, Jalebi, Rumali Roti"
Oh! Assam,"Assamese, Naga",400," Safdarjung, New Delhi",3.9,178,4.2,1209,https://www.zomato.com/ncr/oh-assam-safdarjung-new-delhi,"100A, First Floor, Humayunpur, Near NCC Gate, Safdarjung, New Delhi",9.1114E+11,28.561361,77.193206,"Eggless Pineapple Pastry, Choco Truffle, Pastries, Chilli Garlic Noodles, Cakes, Snacks"
Gayway Bakers,"Bakery, Fast Food, Desserts",350," Rajouri Garden, New Delhi",3.9,264,3.9,20,https://www.zomato.com/ncr/gayway-bakers-rajouri-garden-new-delhi,"J-76, Ground Floor, Rajouri Garden, New Delhi",9.11146E+11,28.64666067,77.12127518,"Pizza Strips Supreme, Cheesecake, Pizzas, Garlic Bread, Pasta"
Pizza Workshop,"Pizza, Fast Food, Beverages",500," Chander Nagar, New Delhi",3.9,130,4.1,1787,https://www.zomato.com/ncr/pizza-workshop-chander-nagar-new-delhi,"Shop 104, Ram Nagar Extnension, Chander Nagar, New Delhi",9.18182E+11,28.6550643,77.28205115,"Vada Sambar, Lemon Rice, Filter Coffee, Sambhar, Masala Dosa"
Southy,South Indian,400," Connaught Place, New Delhi",3.9,157,3.6,3101,https://www.zomato.com/ncr/southy-connaught-place-new-delhi,"Shop 9, Ground Floor, Arunachal Building, Connaught Place, New Delhi",9.1114E+11,28.62879079,77.22489696,"Low Price, Amazing Food, Prices, Staff, Quantity, Service"
The Baking Paradise,"Chinese, Fast Food, Bakery, Desserts",400," Vasant Kunj, New Delhi",3.9,164,3.8,391,https://www.zomato.com/ncr/the-baking-paradise-vasant-kunj-new-delhi,"8A, Bhawani Kunj, Behind D 2, Vasant Kunj, New Delhi",9.2E+11,28.50953232,77.164676,"Pork Momo, Fried Rice Chicken, Sizzlers, Chopsuey, Drums of Heaven, Chicken Momos"
Chimney Sizzlers,"Chinese, Fast Food, Asian, Momos, Tibetan",700," Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",3.9,379,4.2,1084,https://www.zomato.com/ncr/chimney-sizzlers-chanakyapuri-new-delhi,"V-10 & 16, Yashwant Place Commercial Complex, Chanakyapuri, New Delhi",9.1981E+11,28.58412662,77.19169255,"Keto Options, Jain Food Options, Good for Large Groups, Fast Delivery, Young Crowd, Good Service"
Jack 'n' Chill - All American Creamery,"Fast Food, Sandwich, Desserts, Beverages",500," Greater Kailash 1 (GK1), New Delhi",3.9,382,3.9,2229,https://www.zomato.com/ncr/jack-n-chill-all-american-creamery-greater-kailash-gk-1-new-delhi,"M-69, Block M, Greater Kailash 1 (GK 1), New Delhi",9.11147E+11,28.55105699,77.23409493,"Not very Crowded, Cozy Ambiance, Prompt Service, Reasonable Prices, Meals, Good Place"
Ramji Di Hatti & Caterers,"North Indian, Chinese, Fast Food",450," Mayapuri Phase 2, New Delhi",3.9,234,4.0,3157,https://www.zomato.com/ncr/ramji-di-hatti-caterers-mayapuri-phase-2-new-delhi,"BE 324, Hari Nagar, Gali 4, Opposite M.I.G. Flats, Mayapuri Phase 2, New Delhi",9.1965E+11,28.63081251,77.11984623,"Extensive Food Menu, View, Great Service, Menu, Staff, Ambience"
Sagar Chole Bhature,"Street Food, North Indian",150," Tilak Nagar, New Delhi",3.9,170,4.2,1827,https://www.zomato.com/ncr/sagar-chole-bhature-tilak-nagar-new-delhi,"Vishnu Garden,Mukherji Park, Punjabi Market, Tilak Nagar, New Delhi",9.19812E+11,28.64477372,77.10078076,"Salami Pizza, Spicy Paneer, Garlic Bread, Pizzas, Pasta"
Tee Pee O Restaurant,"North Indian, Mughlai, Biryani",650," Connaught Place, New Delhi",3.9,253,3.8,79,https://www.zomato.com/ncr/tee-pee-o-restaurant-connaught-place-new-delhi,"118-119, Mohan Singh Place, Connaught Place, New Delhi",9.11123E+11,28.63096318,77.21628673,"Finger Food, Continental, Mediterranean, Italian, Asian"
Beliram Degchiwala,"North Indian, Mughlai, Chinese",1000," Malviya Nagar, New Delhi",3.9,495,4.1,3935,https://www.zomato.com/ncr/beliram-degchiwala-malviya-nagar-new-delhi,"Shop 10 & 11, Corner Market, Malviya Nagar, New Delhi",9.1114E+11,28.5389086,77.21371181,"Crispy Jalebi, Poori Chole, Kalakand, Sweets, Samosa, Lassi"
Monga Sweets,"Mithai, North Indian, Street Food",350," Subhash Nagar, New Delhi",3.9,308,4.2,8734,https://www.zomato.com/ncr/monga-sweets-subhash-nagar-new-delhi,"35/13, Ashok Nagar Market, Subhash Nagar, New Delhi",9.19212E+11,28.63746422,77.10128099,"Italian Pizza, Cheese Burst, Choco Lava, White Sauce Pasta, Cheesecake, Pasta"
